cd	grp_cd	dscr
17.02	4016	GLENCAIRN 1-4 & GLENCAIRN VILLAGE
17.07	4118	BROOKHOLLOW COURT SEC 1
170.04	4082	AUDUBON
172.02	4082	WESTWOOD GARDENS SEC 1,2
173.03	4067	WYNDHAM VILLAGE
174.00	4070	QUAIL FOREST & QUAIL PARK
175.00	4004	HEARTHSTONE 3,7 & OTHERS
176.02	4133	JAMESTOWN COMMONS T/H
177.01	4118	YORKTOWN VILLAS SEC 1
178.02	4134	OAKLAND VLG U/R
178.04	4024	WAGON WHEEL EST.& JW KINCY ON WINDFERN
179.00	4023	NORTH GLEN & NORTH GLEN SEC 5,6 R/P
179.06	4098	CYPRESS FALLS SEC 1,3
179.07	4098	BARKER VLG SEC 1-3, RP4, 5 & OTHERS
18.00	4136	CLAY MEADOWS
180.00	4017	HARVEST BEND SEC. 3
180.01	4036	HARVEST BEND VLG 2-5 & MEADOW 1,2
180.06	4118	OPATRNY MEADOWS
181.00	4161	CYPRESS GLEN DUPLEXES
181.01	4097	CYPRESS GLEN
182.00	4096	MILLRIDGE NORTH
182.01	4097	BOARDWALK SEC 1 (1991)
182.03	4006	MARWOOD VILLAGE
182.04	4132	MILLRIDGE PINES TOWNHOMES
182.05	4115	MARWOOD ESTATES
182.06	4155	REGENCY T/H CONDOS
182.07	4006	CREEKSTONE VILLAGE
182.08	4133	STABLECHASE CONDO
183.00	4132	NORCHESTER VILLAGE T/H
183.01	4132	FOREST & MILLRIDGE
1833.00	2015	PARK MEADOWS
1833.01	2023	ENCLAVE AT EAST MEADOW SEC 3, AMEND
1834.00	2015	SAN JACINTO ESTATES 1
1835.00	2015	DELO ELAINE 1,2
1838.00	2004	PARKVIEW NORTH
184.00	4161	SILVER MEADOWS T/H
1840.00	2004	CANTERBURY PLACE
1841.00	2011	PARKVIEW ESTATES 1
1844.00	2007	WILLOWSPRINGS
1845.00	2007	PARKGLEN, DEER PARK GARDENS & PEQUENO VLG
1846.00	2004	DOW VILLAS & OTHERS
1847.00	2007	MEADOWGLEN
1849.00	2018	DEER PARK MANOR
185.00	4161	LAKEWOOD WEST CONDO
1850.00	2012	REGENCY PK 1,2/DEER PK GDNS 10
1851.00	2018	RIDGEWAY SEC 1-3
1853.00	2016	SHELL CITY
1854.00	2013	DEER PK GDNS 4-7/PARKGLEN 4
1854.01	2013	BRIARWICK
1854.02	2017	COLEMAN ADDITION
1855.00	2017	NORWOOD PL/DEER PRK GARDENS 1-3
1855.01	2017	OBRIEN HTS/PENNINGTON PL
1856.01	2008	ASBURY GARDENS 1ST & 2ND R/P
1856.02	2023	TIFFANY MANOR
1856.03	2008	WESLEY PLACE
1856.05	2023	RUNNINGBROOK
1856.06	2023	DEERFIELD ESTATES 1
1856.07	2022	WYNFIELD ESTATES 1,2,3A,3B
1856.09	2022	PARK GREEN
1857.00	2017	DEER PARK OUTLOTS / WALKER / MINCHEN
1858.05	2022	PARK PLACE SEC 2, 5-8
1858.06	2022	PARK PLACE SEC 1,3,4
1859.00	2031	SHELL CITY/SO. PK TER/DEER PK
186.00	4091	LAKEWOOD GLEN SEC. 1
186.01	4091	LAKEWOOD GLEN #2 R/P,PAR R/P
186.02	4091	LAKEWOOD GLEN #1 PAR/R-PLAT
186.06	4092	LAKEWOOD OAKS ESTATES SEC 1,2,3,4
186.07	4161	SPRING CYPRESS MANOR
1860.00	2017	PALM TERRACE
1860.01	2009	ERIN GLEN 1,8,9
1861.00	2031	LONE OAK
1863.00	2011	DEER MEADOWS 1,2,3/OTHERS
1864.00	2020	PARKVIEW WEST 2
1866.00	2031	COURTLAND VILLAGE T/H
1866.01	2031	BOWLING GREEN T/H
1867.00	2020	BOWLING GREEN 1 & 2
1868.00	2031	SWINDELL & SYLVIA TRACE R/P
1868.02	2037	ENCHANTED OAKS
1869.00	2020	BLUE GRASS ESTATES 1&2
187.00	4029	ASHLEY GROVE
187.01	4029	COUNTRY ESTATES 1
187.04	4029	COVENTRY CREEK ESTATES
187.10	4100	AUSTINVILLE
187.11	4161	BRENWOOD CIRCLE
187.12	4100	BRENWOOD MANOR T/H
1872.00	2027	SOUTH PASADENA & SOUTH PASADENA PLAZA
1874.01	2012	BAYOU BEND
1876.00	2002	PLUNKETT/OTT & WHATLEY
1877.00	2030	SPENCERVIEW TERRACE
1878.00	2030	BRAMLEY/SPENCER VILLAGE
1879.00	2027	FRANK HOLTON
188.04	4100	BRENWOOD SEC 1-3
188.07	4100	BRENWOOD PARK SEC 1 & BRENWOOD VILLAGE SEC 3
188.09	4100	BRENWOOD TRAILS SEC 1, BRENWOOD SEC 5,7,8
188.11	4161	BRENWOOD SOUTH SEC 1-2 & ADELAIDE SEC 1-3
188.12	4100	ADELAIDE SEC 1-3
1880.00	2015	HERITAGE 1,2
1882.00	2019	DEEPWATER ADDITION & DEEPWATER TERRACE
1883.00	2019	BERKSHIRE VILLAGE 1&2
1883.01	2001	BRYN MAWR CONDOS
1884.00	2020	TANGLEBRIAR VILLAGE
1885.00	2016	D.P. TERR/MATLOCK-KEMPER
1888.00	2009	ERIN GLEN 2,3,5,6,7
1889.00	2011	W.SIDE MAN 1-4/E.SIDE MAN 1,2
1889.05	2033	NANTUCKET PLACE
1889.06	2033	NANTUCKET HIDEAWAY & NANTUCKET PLACE
189.02	4100	BEAR CREEK PLANTATION SEC 1 & 1 R/P
189.05	4100	BEAR CREEK MEADOWS SEC 1,3,4
1890.00	2020	SAN AUGUSTINE ESTATES
1891.00	2001	OAKLAND ESTATES/OTHERS
1892.00	2001	M/R (N OF 225)
1892.01	2001	LAKESIDE TERRACE EST
1892.02	2001	WILBURN WOODS U/R
1892.03	2001	WHITE'S LAKE ESTATES
1894.00	2019	BERKSHIRE PARK & GLENMORE
1898.01	2001	SAN JACINTO OAKS
1898.02	2022	STATION HEIGHTS
1898.03	2033	GREENWOOD PLACE
1898.04	2033	WATKINS ADDITION
1898.05	2033	DESTINY SUBDIVISION
1898.08	2033	AMBER
1899.00	2001	M/R (S OF 225)
1899.01	2002	PAGE LN
19.00	4052	DEERFIELD VLG & DEERFIELD VLG PT. 5, SEC 6, 8
19.04	4052	LAKES OF PINE FOREST 1- 6
19.05	4052	PINE FOREST GREEN SEC 1,2
19.06	4052	PINE FOREST LANDING
190.00	4019	COPPERFIELD SOUTHPOINT 1,2,3
190.01	4018	COPPFLD STHPT PAR R/P 1,2,3
1900.00	2019	PARKWOOD 1-3
1901.00	2003	VILLAGE GROVE
1901.04	2010	VILLAGE GROVE ESTATES 1
1901.06	2022	VILLAGE GROVE EAST T/H (DEER PARK)
1902.00	2026	CRESTHAVEN ESTATES
1903.00	2010	PASADENA RIVER OAKS
1903.01	2010	SANTORINI ESTATES 1
1903.03	2010	TURTLE CREEK SEC 1,2,3
1903.04	2010	COLUMBIAN VILLAGE
1904.00	2026	BROWNING SEC 1-3,PTL RP 2,
1904.01	2010	PARKWAY TRAILS SEC 1-5
1904.02	2010	PARKWAY TRAILS VILLAS
1905.00	2003	CEDAR LAWN CIRCLE
1906.08	2003	BAYWOOD OAKS & OTHERS
1907.00	2031	DEER PK/BEVERLY TER/BOSTON TER
1908.00	2009	TOMPKINS/W. CHAPMAN
1909.00	2002	DEER PARK OUTLOTS
191.00	4013	WHEATSTONE VLG COPPERSTONE R/P
1910.00	2002	FOREST LANE/COLEMAN 2
1911.00	2017	N MINCHEN
1913.00	2023	PARKSIDE PLACE
1914.00	2010	LAURYNNBROOK PARK
1915.00	2035	DEER CREEK/ SPLIT JUR SUB
1916.00	2035	TWIN VILLAS AT RED BLUFF
1917.00	2036	DEERWOOD GLEN SEC 1
1918.00	2037	RIVIERA PALM
192.01	4030	BRADFORD COLONY SEC. 1,2
192.03	4034	BRADFORD COLONY 1&2 R/P, 3 & JAMESTOWN COLONY 3
193.04	4054	PLANTATION LAKES 1-7 & BEAR CREEK GLEN
193.07	4054	PLANTATION LAKES SEC 9,14,17,18,22-24
193.08	4161	PLANTATION LAKES SOUTH SEC 8
193.09	4054	JASMINE HEIGHTS(CY-FAIR) & VLGS OF BEAR CREEK #7,8
193.10	4161	PLANTATION LAKES NORTH SEC 8
193.13	4161	PLANTATION LAKES SEC 16, 20, 21
194.00	4140	CARVERDALE/TX RANCH EST/MOROCCO EST & OTHERS
194.03	4054	WESTFIELD VILLAGE DRIVE MODEL HOMES
194.04	4161	MOROCCO VISTA
1956.00	16020	PRINCE
1957.00	16001	SHAMROCK ACRES
1959.00	16001	PLEASANT GROVE
1960.00	16001	LISTI
1961.00	16001	COLEMAN HEIGHTS
1962.00	16001	PRAIRIE VILLAGE 1 & 2
1963.00	16020	JAN-JACK ESTATES
1964.00	16020	ORCHARDS ACRES
1965.00	16020	KINGS COLONY
1966.00	16001	BRIARWD/HILLARY WDS/KIMBLE GDN
1967.00	16032	COLONY MADRID TH
1968.00	16001	CREPE MYRTLE/PT. PRUETT
1969.00	16033	ABST. 719 J.W. SINGLETON
197.02	4051	STONEBROOK VILLAGE 1,2,3
1970.00	16033	HIGHLAND FARMS/REDBERRY HILL
1971.00	16001	HARLEM
1973.00	16013	CHAPARRAL VILLAGE #1 & #4
1973.02	16033	BAYROOK PLACE SEC 1
1973.03	16033	MERIDIAN ESTATES
1973.04	16033	CROCKETT PARK & AMEND
1973.05	16033	APACHE MEADOWS SEC 1,2
1973.06	16033	TREASURE COVE
1974.00	16031	FAIR PARK
1975.00	16016	GLEN MEADOW #1,2,3
1976.03	16001	LAKEWOOD & ESTATES & OAKS & OTHERS
1977.01	16006	LAKEWOOD (WATERFRONT&CANAL LOTS)
1979.00	16001	BROWNWOOD/WOOSTER
198.00	4138	DOW ACRES & BELLKNAP NORTH/SOUTH DEVELOPMENT
198.01	4138	FAIRBANKS
1980.00	16008	EAST BAYTOWN ANNEX PT. #3,4
1981.00	16008	BRITTON CRAVENS
1983.00	16008	SOUTHWEST ADDN
1984.00	16008	LEE HEIGHTS
1985.00	16008	BUSCH & BAKER VISTA
1986.00	16008	CENTRAL HEIGHTS
1987.00	16008	AIR HART
1988.00	16008	ISENHOUR, LEGER
1989.00	16021	MEADOW LAKE SEC 1-7
1989.04	16021	THE PARK AT INDEPENDENCE BEND & AMEND 1,2
199.00	4081	FAWNDALE T/H I
199.01	4064	HICKORY HOLLOW T/H
1990.00	16028	STOOFELET/SCHOOL COURTS AREA
1991.00	16001	BAYOU ACRES
1991.01	16001	BAYOU VISTA TERRACE
1992.00	16001	ROSSVILLE
1993.01	16019	MISSION VIEJO
1993.02	16019	LA REFORMA TIERRA DEL ORO
1993.03	16019	LANDMARK ESTATES
1993.04	16019	FOREST GATE
1993.05	16019	MCGEE PLACE SEC1
1993.06	16019	TIERRA DEL ORO
1993.07	16019	PARKWOOD PLACE 1,2,3
1993.08	16019	BAYOU OAKS ESTATES #1 R/P
1994.00	16019	WHISPERING PINES #1-4
1994.01	16019	HUNTERS CREEK SEC 1-8
1995.00	16013	KINGS BEND
1996.00	16033	TRAILWOOD/ ABST 69 C. SMITH PT
1996.01	16001	CARY CREEK ESTATES
1996.04	16001	KING OAKS VILLAGE
1997.00	16033	HARDIN RD - ABST 69 C SMITH
1998.00	16017	FLEMENCO
1999.00	16001	COURTYARD/BAYWAY ACRES
2.00	4026	HIGHLAND CRK VLG SEC 1,3 & STRATHMORE SEC 1-3
2.02	4053	HIGHLAND CREEK 2
2.06	4053	CROSS CRK SEC 1,2 & EST OF HIGHLAND CREEK 2-4
2.09	4025	STRATHMORE PARK
2.12	4157	CANYON VILL AT CYPRESS SPRS SEC 1-10
20.00	4052	DEERFIELD VILLAGE PATIO #1,2
20.02	4085	SHEFFIELD 1,SHEFFIELD EST 2
200.00	4099	COLE CREEK MANOR 3 (5190.7)
2000.00	16004	DENNY ACRES
2002.00	16009	ALLENBROOK
2003.00	16005	COUNTRY CLUB OAKS 7, 8, PT 11
2003.01	16005	COUNTRY CLUB ESTATES #1
2003.02	16005	COUNTRY CLUB GARDENS #17
2003.03	16005	COUNTRY CLUB COVE SEC 1
2003.04	16005	COUNTRY CLUB MANOR SEC 1,2,3,4
2004.00	16005	PARKRIDGE BEND
2004.01	16005	RIDGEWOOD #1,2
2004.02	16005	ROLLINGBROOK ESTATES SEC 1-2
2005.00	16028	GLEN ARBOR/CREEKWOOD
2006.00	16002	CRAIGMONT PLACE/PONDEROSA WDS
2007.00	16005	COUNTRY CLUB OAKS #1,2,3
2007.05	16005	COUNTRY CLUB OAKS 6,8 GC
2007.06	16005	ROLLINGCREEK ESTATES
2007.07	16005	EVERGREEN FAIRWAYS
2007.08	16005	GOOSE CREEK RESERVE SEC'S 1A,1B,2A,2,3-5
2008.00	16004	WOODLAWN/WILBURN BROS
201.00	4145	SPRING BRANCH ACRES
201.01	4145	SPRING BRANCH VILLA & HERNANDEZ RES
2010.00	16030	WEICKSHELMER COURT
2011.00	16028	GRAYWOOD #1,2
2012.00	16028	PRUETT 2
2013.00	16002	DECKER TERRACE
2014.00	16003	JONES ADDN
2015.00	16003	LAMAR COURT/GRAY
2016.00	16003	MIDDLETOWN AREA
2017.00	16003	LEAVINS PT.BLKS #1,4/PRUETT/MARTIN/CREPE M
2018.00	16005	COUNTRY CLUB OAKS 6, 9-12,14-16
202.00	4145	OUTPOST ESTATES (5262) & FRONTIER VILLAS
2021.00	16028	QUAIL HOLLOW #1-4
2022.00	16002	PARK PLACE TH
2023.00	16003	OAKWOOD ANNEX
2024.00	16003	WHEATLEY ACRES AREA
2025.00	16003	PELLY AREA
2026.00	16003	HARVEY WHITING/CF JONES
2027.00	16022	CREEL COUNTRY ESTATES
2027.02	16001	ROBERTS PLACE
2027.03	16001	JALQUISE CORNER T/H DEVELOPMENT
2028.00	16020	SCHOOL TERRACE/CREEL
203.00	4138	ROSSLYN GARDENS (5270.1)
203.01	4046	LANGWOOD (5270.2)
203.03	4138	HEMPSTEAD TERRACE & PAR R/P
2030.00	16020	COUNTRY TERRACE 1 & 2
2031.01	16031	ELENA TOWNSITE
2032.00	16031	HIGHLAND TOWNSHIP AREA
2032.01	16031	HIGHLANDS STATION R/P
2033.00	16031	ELENA AREA
2033.02	16031	ELENA FRUIT & COTTON-HIGHLANDS
2034.00	16001	MORRIS AREA
2035.00	16001	ROTEN & PRINGLE
2036.00	16030	HILL TERRRACE
2036.01	16016	VISTA VILLAGE R/P
2037.00	16031	OUTLAWN TERRACE
2038.00	16017	EVA MAUD AREA
2039.00	16028	TOWNHOUSE SQUARE
204.00	4138	M/R (5777.7)
204.01	4138	YAUPON GROVE (5777.8) & YAUPON GROVE 2ND PAR R/P
2040.00	16020	HIGHLAND PARK
2041.00	16028	WELLINGTON PARK
2042.00	16003	WOOSTER TERRACE
2043.00	16033	TIMBER RIDGE
2044.00	16019	GILBERT MANOR
2045.00	16019	CEDAR BAYOU PARK
2046.00	16004	GINGER CREEK
2046.01	16005	REFLECTIONS PATIO HOMES
2048.00	16003	GWENNETTE COURTS
2049.00	16030	ALLEN
205.01	4126	TWIN LAKES 1-5
2050.00	16030	WYNNEWOOD/HARPER
2051.00	16031	DANUBINA COURT
2052.00	16019	ROSELAND OAKS
2052.01	16019	CEDAR COVE
2053.00	16028	DANUBINA ACRES
2055.00	16031	MILBY DALE
2056.00	16028	PLUMWOOD #3
2057.00	16019	JAMES PLACE TH
2058.00	16029	WALNUT RIDGE CONDO
2058.01	16029	HUNTCREST CONDO
2059.00	16030	PLUMWOOD TH
206.00	4109	WILLOWBRIDGE 1-4,STONEBRIDGE 1-3 & WINCHESTER TRLS
2060.00	16020	HIGHLAND TERRACE
2061.00	16001	J A HARRIS
2062.00	16003	MORRELL PARK
2063.00	16020	CANAL TERRACE
2064.00	16001	ELENA FRUIT & COTTON AREA
2065.00	16001	SUNRISE COURTS/ NORTH RIDGE
2066.00	16008	MIXED COMM/RES
2066.01	16008	BAYTOWN HTS
2066.02	16006	BAY VILLA
2066.03	16001	SAM HOUSTON FARMS
2066.04	16001	BRAE MEADOWS
2066.05	16001	CHATHAM ADD
2066.09	16001	MIXED COM/RES
2067.00	16001	MIXED COM/RES
2067.01	16004	BRIARCREEK #1,2,4(OF BAYTOWN)
2067.02	16001	NORTH RIDGE
2067.03	16033	CARY ESTATES & ERNST
2067.04	16001	GARDEN TERRACE
2067.05	16001	HIGHLAND FMS,GOLDEN/LITTLE
2067.06	16001	HIGHLAND FARMS SOUTH OF I-10
2067.08	16001	HIGHLAND FARMS N. SIDE/E. END
2067.09	16001	PALOMOS PLACE
2068.00	16001	MIXED COM/RES
2068.01	16001	ORCHARD CROSSING
2068.02	16001	HUNTERS VILLAGE
2068.03	16001	HIGHLAND FARMS
2068.05	16001	FARMDALE ADDN
2068.06	16031	WILLOW GROVE
2068.07	16021	HASTY FIRST
2068.08	16001	HIGHLAND SHORES
2068.09	16001	HIGHLAND RESERVOIR
2069.00	16001	MIXED COM/RES
2069.01	16034	ROSELAND MANOR DUPLEXES
2069.02	16019	CEDAR BAYOU ESTATES
2069.03	16001	BRAMOR
2069.04	16001	BAY OAKS HARBOR
2069.05	16001	GENNY GLEN/CASEY CEDAR BAYOU
2069.06	16033	PECAN MANOR
2069.07	16001	ABST 65 W SCOTT & CEDAR COVE SEC 1,2
2069.08	16001	RED CEDAR/FINAL PLAT
2069.09	16001	HARVEST MEADOW BAYTOWN
207.00	4120	LONGWOOD VILLAGE SEC 2
207.01	4119	LONGWOOD VILLAGE #1, PAR R/P
207.02	4120	LONGWOOD VILLAGE 4
207.03	4119	LONGWOOD VILLAGE 3,7
207.04	4121	LONGWOOD VILLAGE 3 (LG LTS)
207.05	4119	LONGWOOD VILLAGE 5
207.07	4119	LONGWOOD VILLAGE 6
207.08	4119	LONGWOOD VILLAGE 10
207.09	4119	LONGWOOD VILLAGE #9
207.10	4119	ENCLAVE AT LONGWOOD SEC 1-3
2070.00	16033	LANTERN PARK DUPLEXES
2070.01	16001	ELENA FRUIT & COTTON FARMS A
2070.02	16001	ABST 69 C SMITH PT & OTHERS
2070.03	16001	MOBILE HOME PARKLAND
2070.04	16001	MARSHALL
2070.05	16001	WILL FRANK EST/LITTLE MEXICO
2070.06	16001	ABST 69 C SMITH PT
2070.07	16001	ABST 69 C. SMITH PT
2070.08	16001	ELENA FARMS UNIT D
2070.09	16001	GARDEN MEADOW,P & P AC HOMESIT
2071.00	16004	KOUNTRY KLUB VILLAGE
2071.01	16019	WM. BLOODGOOD ABST 4 PT.
2071.02	16001	HIGHLAND FARMS
2071.03	16001	HUNTERS RIDGE SEC 1,2
2073.00	16028	SHADY HILL VILLA
2075.00	16001	LORRI HEIGHTS
2076.00	16020	HIGHLAND WOODS
2077.00	16021	HIGHLANDS CROSSING
2078.00	16022	EASTPOINT SEC 1-4
2078.04	16021	PRESTON PLACE SEC 1,3
2079.00	16034	PECAN GROVE DUPLEXES
2079.01	16001	KILGORE ROAD CONDO
2079.03	16021	SPRINGFIELD ESTATES 1-12
208.01	4124	WILLOWLAKE 1-4 & WILLOW POINTE 1-5,9
208.05	4120	LONGWOOD VILLAGE #11
208.06	4119	LONGWOOD #12
208.08	4121	LONGWOOD VILLAGE 8
208.09	4119	LONGWOOD VILLAGE 15
2080.00	16022	BAY RIVER COLONY SEC 1-10 & OTHERS
2081.00	16022	WOOSTER CROSSING SEC 2-4
2081.01	16020	NOWLINGSHIRE ESTATES
2082.00	16022	HIGHLANDS RANCH, GOOSE CREEK LANDING & OTHERS
2082.01	16022	BURNET FIELDS SEC 1-3
2082.02	16022	STERLING POINT SEC 1-9
2083.00	16021	WEST MEADOWS SEC 1,2,3,4
209.00	4124	WESTBRIDGE SEC 1 & 2
209.01	4119	LONGWOOD VILLAGE 16,18
209.02	4119	LONGWOOD VILLAGE 17 & 21
209.04	4119	LONGWOOD VILLAGE 19
209.05	4124	WILLOW POINTE 6 & 8
209.06	4124	WILLOW POINTE 7
209.07	4121	LONGWOOD VILLAGE SEC 14
209.08	4119	LONGWOOD VILLAGE SEC 20
21.00	4018	COPPERFIELD MIDDLEGATE VLG #1
21.01	4085	COPPERFIELD WESTCREEK VILG 4
21.02	4085	COPPERFIELD WESTCREEK SEC 5
21.03	4085	COPPERFIELD WESTCREEK SEC 7
21.04	4085	COPPER LAKES SEC 1,4,5
21.05	4086	COPPER LAKES SEC 2,3,6,7,8,12
21.06	4085	COPPERLAKES 3 R/P
21.08	4085	BROOKSIDE COURT
21.09	4086	COPPER LAKES SEC 14
21.10	4086	COPPER LAKES SEC 13,15, 16
21.11	4085	COPPER LAKES SEC 17
2107.00	20004	CREEKMONT PT 1,  2
2109.00	20004	GLEN MEADOWS 1,2
2109.01	20004	GLEN MEADOWS SEC 4-7
211.00	4141	WINCREST FALLS
211.01	4141	GREAT OAKS ESTATES
211.02	4141	HIDDEN FALLS
211.03	4141	KLUGE LAKE
211.04	4141	WHITE OAK LAKE ESTATES 1,2
211.05	4086	BARKER LAKE SEC 1,2
211.06	4141	BRIDLECREEK
211.09	4159	STONE GATE SEC 15
211.10	4141	PRESERVE AT KLUGE
2110.00	20007	FAIRMONT PARK EAST SEC 1-3
2110.03	20007	FAIRMONT PARK EAST 4, 6-8, 10
2110.05	20007	PECAN CROSSING 1-4 & SUMMER WINDS 1 & 2
2110.06	20009	FAIRMONT PARK EAST SEC 5
2110.07	20009	FAIRMONT PARK EAST SEC 11
2110.08	20009	FAIRMONT PARK EAST SEC 12
2112.00	20005	FAIRMONT PARK SEC 1-4
2115.00	20005	FAIRMONT PARK WEST SEC 1, 2 PT 3 & 4
2116.00	20005	FAIRMONT PARK WEST SEC 5, 6 PT 3 & 4
2117.01	20001	BROOKGLEN
2118.00	20013	SPENCER HIGHWAY ESTATES & SPENWICK PL
2119.00	20001	COLLEGE PARK
212.00	4086	RIATA RANCH 1,3 (65' LOTS),4
212.01	4086	RIATA RANCH 2,3 (75' LOTS)
212.02	4086	RIATA RANCH 5,8-11
212.03	4159	STONE GATE SEC 1,3,4,6,7,8
212.04	4086	RIATA RANCH 6 & 7
212.05	4159	STONE GATE SEC 2
212.06	4159	STONE GATE #5,9 & 17
212.07	4159	STONE GATE #10-14
212.08	4159	STONE GATE SEC 16 & 18
212.09	4086	CANYON LAKES VILLAGE SEC 1,2&3
212.10	4086	RIATA WEST
2120.00	20001	BROOKGLEN PT.2
2120.01	20002	EAST MEADOW/ENCLAVE @ EAST MEADOW 1 & 2
2120.05	20011	COTTONWOOD ESTATES SEC 1,2
2121.00	20006	OAKHAVEN T/H U/R
2121.02	20006	VILLAGE GROVE EAST T/H (LA PORTE)
2122.00	20001	BROOKGLEN PT. 2 (DUPLEX)
2123.00	20013	BATTLEGROUND ESTATES 1,2
2123.01	20012	CORONET ESTATES
2124.00	20010	MEADOWCREST 1,2
2125.00	20013	LOMAX GARDENS
2126.00	20013	GREENDALE
2127.00	20013	PINEGROVE VALLEY
2127.01	20013	BOULEVARD ESTATES
2128.00	20013	MONUMENT ESTATES 1
2129.00	20010	LOC LOMA SEC 1 R/P
213.00	4097	SILVER PINES 1
213.01	4123	VINTAGE WOODS
213.02	4057	REGENCY FOREST
213.03	4086	CANYON LAKES @ STONEGATE 1-3,5,6,8,12
213.06	4086	CANYON LAKES @ STONE GATE SEC 9
213.07	4086	CANYON LAKES @ STONE GATE SEC 10
213.08	4086	CANYON LAKES @ STONE GATE SEC 7
213.09	4086	CANYON LAKES @ STONE GATE SEC 7 GATED
213.11	4086	CANYON LAKES @ STONE GATE SEC 11
213.13	4086	CANYON LAKES @ STONE GATE SEC 13
213.14	4086	CANYON LAKES @ STONE GATE SEC 14
213.33	4086	CANYON LAKES @ STONE GATE SEC 4
213.40	4086	CANYON LAKES WEST PT SEC 1 SM LTS
213.41	4086	PINE CREEK 4/CANYON LAKES WEST PT SEC 1,4,6,14
213.42	4086	PINE CREEK AT CANYON LAKE WEST 3,5,9, PT 2 &13
213.43	4086	PINE CREEK AT CANYON LAKES SEC 2&12 SM LTS & 7, 11
213.44	4085	GATES AT CANYON LAKES WEST SEC 1,8 LG LTS
213.45	4085	GATES AT CANYON LAKES WEST SEC 1,9 SM LTS,10,11
213.46	4085	CANYON LAKES WEST
213.47	4085	CANYON LAKES WEST SEC 5
213.48	4086	CANYON LAKES WEST SEC 3 & 7 SML LTS
213.49	4086	CANYON LAKES WEST SEC 3 & 7 R/P,12 & OTHERS
213.50	4085	VILLAS AT CANYON LAKES WEST  SEC 1,2 LG LTS
213.51	4086	VILLAS AT CANYON LAKES WEST  SEC 1  SML LTS
213.52	4085	CANYON LAKES WEST SEC 4
213.53	4086	PINE CREEK @ CANYON LAKES WEST 8, 10, 13
213.60	4086	AVALON AT CYPRESS SEC 1-8,11 & CYPRESS WST SEC 1,2
213.61	4086	MARVIDA SEC 22
213.62	4161	AVALON CYPRESS RESERVE
2130.00	20019	SHOREACRES
2131.00	20019	SHOREACRES
2131.01	20018	BAYOU FOREST 1,2
2131.02	20018	BAYOU OAKS SEC 1,2
2131.04	20018	LAKES AT FAIRMONT GREENS 1 & RETREAT AT BAY FOREST
2132.00	20014	LA PORTE (WEST OF SH 146)
2133.00	20014	LAPORTE TERRACE
2134.00	20020	SHOREACRES/OTHERS
2135.00	20020	SHOREACRES
2136.00	20016	SHOREACRES, BAY COLONY (WATERVIEW)
2137.00	20010	MEADOW VILLAGE 1/OTHERS
2137.02	20002	TRINITY
2137.03	20002	WINCREST & CRESTWOOD
2137.04	20002	WIMBERLY
2137.05	20002	SABINE
2137.06	20011	BENTWOOD
2137.07	20011	SANTA FE NORTH & IVY OAKS
2137.08	20011	SANTA FE PLACE & R/P
2137.09	20011	SANTA FE TRAIL
2138.00	20014	SAN JACINTO HOMES/OTHERS
2138.02	20011	PINEY POINT SEC 1,2
2138.05	20011	GREEN CREST
2138.08	20002	EAST PARK SEC 1,2
2139.00	20014	BAY FRONT/LAPORTE
214.00	4117	PARK FOREST
214.01	4117	LAKES OF ROSEHILL 1-4
214.02	4117	SECRET FOREST COURT
2140.00	20014	BAY FRONT/LAPORTE
2140.02	20011	MAGNOLIA ESTATES
2141.00	20025	GARDEN WALK T/H
2141.01	20025	GARDEN WALK PATIO HOMES
2141.02	20025	LA PORTE T/H
2142.00	20017	CRESCENT SHORES
2143.05	20003	MORGANS POINT AND SANDY POINT
2144.00	20015	BAYSHORE PARK
2145.00	20014	BAY FRONT
2146.00	20016	BAY FRONT
2147.00	20017	OAKHURST
2148.00	20019	SHADY RIVER 1,2,3
2149.00	20017	OYSTER BAY
215.03	4129	COLES CROSSING SEC 1-7,9,11,12,14,15,17-21,25-27
215.05	4117	COLE'S CROSSING SEC 8,23 & 24
215.06	4129	COLES CROSSING SEC 10,16
215.07	4129	COLES CROSSING SEC 28
215.08	4129	COLES CROSSING SEC 29,30 & COLES VILLAGE
2151.00	20017	BAYSIDE TERRACE
2152.00	20016	BAYSIDE TERRACE (WATERFRONT)
2153.00	20017	BAY OAKS
2153.01	20026	TOWNSHIP TOWNHOME CONDOS
2154.00	20017	CRESCENT VIEW/PINE BLUFF
2155.00	20016	CRESCENT VIEW/PINE BLUFF
2157.00	20016	OAKHURST/CRESCENT SHORES/OYSTER BAY (WATERFRONT)
2158.00	20014	LAPORTE (SOUTHWEST)
2159.00	20026	BAYSHORE CONDO
2159.01	20026	MARIPOSA APT HOMES AT PECAN PARK CONDO
216.00	4080	WINDERMERE LAKES SEC 1-4
2160.00	20014	LAPORTE (EAST)
2161.00	20025	WOODS ON THE BAY
2161.01	20025	WOODS ON THE BAY T/H
2162.01	20013	DIAMOND C
2162.02	20012	LAPORTE OUTLOTS/SPILLER GARDEN
2164.00	20003	M/R
2164.01	20014	LAPORTE (NORTH)
2164.03	20014	EXEMPT 2164
2164.05	20013	BATTLEGROUND VISTA
2165.00	20016	LA PORTE WATERFRONT
2166.00	20015	SYLVAN BEACH AND LA PORTE
