cd	grp_cd	dscr
4900.86	0	 
4900.87	0	 
4900.88	0	 
4900.89	0	 
4900.90	0	 
4900.91	0	 
4900.92	0	 
4900.93	0	 
4900.94	0	 
4900.95	0	 
4900.96	0	 
4900.97	0	 
4900.98	0	 
4900.99	0	 
4901.00	0	 
4901.01	0	 
4901.02	0	 
4901.03	0	 
4901.04	0	 
4901.05	0	 
4901.06	0	 
4901.07	0	 
4901.08	0	 
4901.09	0	 
4901.10	0	 
4901.11	0	 
4901.12	0	 
4901.13	0	 
4901.14	0	 
4901.15	0	 
4901.16	0	 
4901.17	0	 
4901.18	0	 
4901.19	0	 
4901.20	0	 
4901.21	0	 
4901.22	0	 
4901.23	0	 
4901.24	0	 
4901.25	0	 
4901.26	0	 
4901.27	0	 
4901.28	0	 
4901.29	0	 
4901.30	0	 
4901.31	0	 
4901.32	0	 
4901.33	0	 
4901.34	0	 
4901.35	0	 
4901.36	0	 
4901.37	0	 
4901.38	0	 
4901.39	0	 
4901.40	0	 
4901.41	0	 
4901.42	0	 
4901.43	0	 
4901.44	0	 
4901.45	0	 
4901.46	0	 
4901.47	0	 
4901.48	0	 
4901.49	0	 
4901.50	0	 
4901.51	0	 
4901.52	0	 
4901.53	0	 
4901.54	0	 
4901.55	0	 
4901.56	0	 
4901.57	0	 
4901.58	0	 
4901.59	0	 
4901.60	0	 
4901.61	0	 
4901.62	0	 
4901.63	0	 
4901.64	0	 
4901.65	0	 
4901.66	0	 
4901.67	0	 
4901.68	0	 
4901.69	0	 
4901.70	0	 
4901.71	0	 
4901.72	0	 
4901.73	0	 
4901.74	0	 
4901.75	0	 
4901.76	0	 
4901.77	0	 
4901.78	0	 
4901.79	0	 
4901.80	0	 
4901.81	0	 
4901.82	0	 
4901.83	0	 
4901.84	0	 
4901.85	0	 
4901.86	0	 
4901.87	0	 
4901.88	0	 
4901.89	0	 
4901.90	0	 
4901.91	0	 
4901.92	0	 
4901.93	0	 
4901.94	0	 
4901.95	0	 
4901.96	0	 
4901.97	0	 
4901.98	0	 
4901.99	0	 
4902.00	0	 
4902.01	0	 
4902.02	0	 
4902.03	0	 
4902.04	0	 
4902.05	0	 
4902.06	0	 
4902.07	0	 
4902.08	0	 
4902.09	0	 
4902.10	0	 
4902.11	0	 
4902.12	0	 
4902.13	0	 
4902.14	0	 
4902.15	0	 
4902.16	0	 
4902.17	0	 
4902.18	0	 
4902.19	0	 
4902.20	0	 
4902.21	0	 
4902.22	0	 
4902.23	0	 
4902.24	0	 
4902.25	0	 
4902.26	0	 
4902.27	0	 
4902.28	0	 
4902.29	0	 
4902.30	0	 
4902.31	0	 
4902.32	0	 
4902.33	0	 
4902.34	0	 
4902.35	0	 
4902.36	0	 
4902.37	0	 
4902.38	0	 
4902.39	0	 
4902.40	0	 
4902.41	0	 
4902.42	0	 
4902.43	0	 
4902.44	0	 
4902.45	0	 
4902.46	0	 
4902.47	0	 
4902.48	0	 
4902.49	0	 
4902.50	0	 
4902.51	0	 
4902.52	0	 
4902.53	0	 
4902.54	0	 
4902.55	0	 
4902.56	0	 
4902.57	0	 
4902.58	0	 
4902.59	0	 
4902.60	0	 
4902.61	0	 
4902.62	0	 
4902.63	0	 
4902.64	0	 
4902.65	0	 
4902.66	0	 
4902.67	0	 
4902.68	0	 
4902.69	0	 
4902.70	0	 
4902.71	0	 
4902.72	0	 
4902.73	0	 
4902.74	0	 
4902.75	0	 
4902.76	0	 
4902.77	0	 
4902.78	0	 
4902.79	0	 
4902.80	0	 
4902.81	0	 
4902.82	0	 
4902.83	0	 
4902.84	0	 
4902.85	0	 
4902.86	0	 
4902.87	0	 
4902.88	0	 
4902.89	0	 
4902.90	0	 
4902.91	0	 
4902.92	0	 
4902.93	0	 
4902.94	0	 
4902.95	0	 
4902.96	0	 
4902.97	0	 
4902.98	0	 
4902.99	0	 
4903.00	0	 
4903.01	0	 
4903.02	0	 
4903.03	0	 
4903.04	0	 
4903.05	0	 
4903.06	0	 
4903.07	0	 
4903.08	0	 
4903.09	0	 
4903.10	0	 
4903.11	0	 
4903.12	0	 
4903.13	0	 
4903.14	0	 
4903.15	0	 
4903.16	0	 
4903.17	0	 
4903.18	0	 
4903.19	0	 
4903.20	0	 
4903.21	0	 
4903.22	0	 
4903.23	0	 
4903.24	0	 
4903.25	0	 
4903.26	0	 
4903.27	0	 
4903.28	0	 
4903.29	0	 
4903.30	0	 
4903.31	0	 
4903.32	0	 
4903.33	0	 
4903.34	0	 
4903.35	0	 
4903.36	0	 
4903.37	0	 
4903.38	0	 
4903.39	0	 
4903.40	0	 
4903.41	0	 
4903.42	0	 
4903.43	0	 
4903.44	0	 
4903.45	0	 
4903.46	0	 
4903.47	0	 
4903.48	0	 
4903.49	0	 
4903.50	0	 
4903.51	0	 
4903.52	0	 
4903.53	0	 
4903.54	0	 
4903.55	0	 
4903.56	0	 
4903.57	0	 
4903.58	0	 
4903.59	0	 
4903.60	0	 
4903.61	0	 
4903.62	0	 
4903.63	0	 
4903.64	0	 
4903.65	0	 
4903.66	0	 
4903.67	0	 
4903.68	0	 
4903.69	0	 
4903.70	0	 
4903.71	0	 
4903.72	0	 
4903.73	0	 
4903.74	0	 
4903.75	0	 
4903.76	0	 
4903.77	0	 
4903.78	0	 
4903.79	0	 
4903.80	0	 
4903.81	0	 
4903.82	0	 
4903.83	0	 
4903.84	0	 
4903.85	0	 
4903.86	0	 
4903.87	0	 
4903.88	0	 
4903.89	0	 
4903.90	0	 
4903.91	0	 
4903.92	0	 
4903.93	0	 
4903.94	0	 
4903.95	0	 
4903.96	0	 
4903.97	0	 
4903.98	0	 
4903.99	0	 
4904.00	0	 
4904.01	0	 
4904.02	0	 
4904.03	0	 
4904.04	0	 
4904.05	0	 
4904.06	0	 
4904.07	0	 
4904.08	0	 
4904.09	0	 
4904.10	0	 
4904.11	0	 
4904.12	0	 
4904.13	0	 
4904.14	0	 
4904.15	0	 
4904.16	0	 
4904.17	0	 
4904.18	0	 
4904.19	0	 
4904.20	0	 
4904.21	0	 
4904.22	0	 
4904.23	0	 
4904.24	0	 
4904.25	0	 
4904.26	0	 
4904.27	0	 
4904.28	0	 
4904.29	0	 
4904.30	0	 
4904.31	0	 
4904.32	0	 
4904.33	0	 
4904.34	0	 
4904.35	0	 
4904.36	0	 
4904.37	0	 
4904.38	0	 
4904.39	0	 
4904.40	0	 
4904.41	0	 
4904.42	0	 
4904.43	0	 
4904.44	0	 
4904.45	0	 
4904.46	0	 
4904.47	0	 
4904.48	0	 
4904.49	0	 
4904.50	0	 
4904.51	0	 
4904.52	0	 
4904.53	0	 
4904.54	0	 
4904.55	0	 
4904.56	0	 
4904.57	0	 
4904.58	0	 
4904.59	0	 
4904.60	0	 
4904.61	0	 
4904.62	0	 
4904.63	0	 
4904.64	0	 
4904.65	0	 
4904.66	0	 
4904.67	0	 
4904.68	0	 
4904.69	0	 
4904.70	0	 
4904.71	0	 
4904.72	0	 
4904.73	0	 
4904.74	0	 
4904.75	0	 
4904.76	0	 
4904.77	0	 
4904.78	0	 
4904.79	0	 
4904.80	0	 
4904.81	0	 
4904.82	0	 
4904.83	0	 
4904.84	0	 
4904.85	0	 
4904.86	0	 
4904.87	0	 
4904.88	0	 
4904.89	0	 
4904.90	0	 
4904.91	0	 
4904.92	0	 
4904.93	0	 
4904.94	0	 
4904.95	0	 
4904.96	0	 
4904.97	0	 
4904.98	0	 
4904.99	0	 
4905.00	0	 
4905.01	0	 
4905.02	0	 
4905.03	0	 
4905.04	0	 
4905.05	0	 
4905.06	0	 
4905.07	0	 
4905.08	0	 
4905.09	0	 
4905.10	0	 
4905.11	0	 
4905.12	0	 
4905.13	0	 
4905.14	0	 
4905.15	0	 
4905.16	0	 
4905.17	0	 
4905.18	0	 
4905.19	0	 
4905.20	0	 
4905.21	0	 
4905.22	0	 
4905.23	0	 
4905.24	0	 
4905.25	0	 
4905.26	0	 
4905.27	0	 
4905.28	0	 
4905.29	0	 
4905.30	0	 
4905.31	0	 
4905.32	0	 
4905.33	0	 
4905.34	0	 
4905.35	0	 
4905.36	0	 
4905.37	0	 
4905.38	0	 
4905.39	0	 
4905.40	0	 
4905.41	0	 
4905.42	0	 
4905.43	0	 
4905.44	0	 
4905.45	0	 
4905.46	0	 
4905.47	0	 
4905.48	0	 
4905.49	0	 
4905.50	0	 
4905.51	0	 
4905.52	0	 
4905.53	0	 
4905.54	0	 
4905.55	0	 
4905.56	0	 
4905.57	0	 
4905.58	0	 
4905.59	0	 
4905.60	0	 
4905.61	0	 
4905.62	0	 
4905.63	0	 
4905.64	0	 
4905.65	0	 
4905.66	0	 
4905.67	0	 
4905.68	0	 
4905.69	0	 
4905.70	0	 
4905.71	0	 
4905.72	0	 
4905.73	0	 
4905.74	0	 
4905.75	0	 
4905.76	0	 
4905.77	0	 
4905.78	0	 
4905.79	0	 
4905.80	0	 
4905.81	0	 
4905.82	0	 
4905.83	0	 
4905.84	0	 
4905.85	0	 
4905.86	0	 
4905.87	0	 
4905.88	0	 
4905.89	0	 
4905.90	0	 
4905.91	0	 
4905.92	0	 
4905.93	0	 
4905.94	0	 
4905.95	0	 
4905.96	0	 
4905.97	0	 
4905.98	0	 
4905.99	0	 
4906.00	0	 
4906.01	0	 
4906.02	0	 
4906.03	0	 
4906.04	0	 
4906.05	0	 
4906.06	0	 
4906.07	0	 
4906.08	0	 
4906.09	0	 
4906.10	0	 
4906.11	0	 
4906.12	0	 
4906.13	0	 
4906.14	0	 
4906.15	0	 
4906.16	0	 
4906.17	0	 
4906.18	0	 
4906.19	0	 
4906.20	0	 
4906.21	0	 
4906.22	0	 
4906.23	0	 
4906.24	0	 
4906.25	0	 
4906.26	0	 
4906.27	0	 
4906.28	0	 
4906.29	0	 
4906.30	0	 
4906.31	0	 
4906.32	0	 
4906.33	0	 
4906.34	0	 
4906.35	0	 
4906.36	0	 
4906.37	0	 
4906.38	0	 
4906.39	0	 
4906.40	0	 
4906.41	0	 
4906.42	0	 
4906.43	0	 
4906.44	0	 
4906.45	0	 
4906.46	0	 
4906.47	0	 
4906.48	0	 
4906.49	0	 
4906.50	0	 
4906.51	0	 
4906.52	0	 
4906.53	0	 
4906.54	0	 
4906.55	0	 
4906.56	0	 
4906.57	0	 
4906.58	0	 
4906.59	0	 
4906.60	0	 
4906.61	0	 
4906.62	0	 
4906.63	0	 
4906.64	0	 
4906.65	0	 
4906.66	0	 
4906.67	0	 
4906.68	0	 
4906.69	0	 
4906.70	0	 
4906.71	0	 
4906.72	0	 
4906.73	0	 
4906.74	0	 
4906.75	0	 
4906.76	0	 
4906.77	0	 
4906.78	0	 
4906.79	0	 
4906.80	0	 
4906.81	0	 
4906.82	0	 
4906.83	0	 
4906.84	0	 
4906.85	0	 
4906.86	0	 
4906.87	0	 
4906.88	0	 
4906.89	0	 
4906.90	0	 
4906.91	0	 
4906.92	0	 
4906.93	0	 
4906.94	0	 
4906.95	0	 
4906.96	0	 
4906.97	0	 
4906.98	0	 
4906.99	0	 
4907.00	0	 
4907.01	0	 
4907.02	0	 
4907.03	0	 
4907.04	0	 
4907.05	0	 
4907.06	0	 
4907.07	0	 
4907.08	0	 
4907.09	0	 
4907.10	0	 
4907.11	0	 
4907.12	0	 
4907.13	0	 
4907.14	0	 
4907.15	0	 
4907.16	0	 
4907.17	0	 
4907.18	0	 
4907.19	0	 
4907.20	0	 
4907.21	0	 
4907.22	0	 
4907.23	0	 
4907.24	0	 
4907.25	0	 
4907.26	0	 
4907.27	0	 
4907.28	0	 
4907.29	0	 
4907.30	0	 
4907.31	0	 
4907.32	0	 
4907.33	0	 
4907.34	0	 
4907.35	0	 
4907.36	0	 
4907.37	0	 
4907.38	0	 
4907.39	0	 
4907.40	0	 
4907.41	0	 
4907.42	0	 
4907.43	0	 
4907.44	0	 
4907.45	0	 
4907.46	0	 
4907.47	0	 
4907.48	0	 
4907.49	0	 
4907.50	0	 
4907.51	0	 
4907.52	0	 
4907.53	0	 
4907.54	0	 
4907.55	0	 
4907.56	0	 
4907.57	0	 
4907.58	0	 
4907.59	0	 
4907.60	0	 
4907.61	0	 
4907.62	0	 
4907.63	0	 
4907.64	0	 
4907.65	0	 
4907.66	0	 
4907.67	0	 
4907.68	0	 
4907.69	0	 
4907.70	0	 
4907.71	0	 
4907.72	0	 
4907.73	0	 
4907.74	0	 
4907.75	0	 
4907.76	0	 
4907.77	0	 
4907.78	0	 
4907.79	0	 
4907.80	0	 
4907.81	0	 
4907.82	0	 
4907.83	0	 
4907.84	0	 
4907.85	0	 
4907.86	0	 
4907.87	0	 
4907.88	0	 
4907.89	0	 
4907.90	0	 
4907.91	0	 
4907.92	0	 
4907.93	0	 
4907.94	0	 
4907.95	0	 
4907.96	0	 
4907.97	0	 
4907.98	0	 
4907.99	0	 
4908.00	0	 
4908.01	0	 
4908.02	0	 
4908.03	0	 
4908.04	0	 
4908.05	0	 
4908.06	0	 
4908.07	0	 
4908.08	0	 
4908.09	0	 
4908.10	0	 
4908.11	0	 
4908.12	0	 
4908.13	0	 
4908.14	0	 
4908.15	0	 
4908.16	0	 
4908.17	0	 
4908.18	0	 
4908.19	0	 
4908.20	0	 
4908.21	0	 
4908.22	0	 
4908.23	0	 
4908.24	0	 
4908.25	0	 
4908.26	0	 
4908.27	0	 
4908.28	0	 
4908.29	0	 
4908.30	0	 
4908.31	0	 
4908.32	0	 
4908.33	0	 
4908.34	0	 
4908.35	0	 
4908.36	0	 
4908.37	0	 
4908.38	0	 
4908.39	0	 
4908.40	0	 
4908.41	0	 
4908.42	0	 
4908.43	0	 
4908.44	0	 
4908.45	0	 
4908.46	0	 
4908.47	0	 
4908.48	0	 
4908.49	0	 
4908.50	0	 
4908.51	0	 
4908.52	0	 
4908.53	0	 
4908.54	0	 
4908.55	0	 
4908.56	0	 
4908.57	0	 
4908.58	0	 
4908.59	0	 
4908.60	0	 
4908.61	0	 
4908.62	0	 
4908.63	0	 
4908.64	0	 
4908.65	0	 
4908.66	0	 
4908.67	0	 
4908.68	0	 
4908.69	0	 
4908.70	0	 
4908.71	0	 
4908.72	0	 
4908.73	0	 
4908.74	0	 
4908.75	0	 
4908.76	0	 
4908.77	0	 
4908.78	0	 
4908.79	0	 
4908.80	0	 
4908.81	0	 
4908.82	0	 
4908.83	0	 
4908.84	0	 
4908.85	0	 
4908.86	0	 
4908.87	0	 
4908.88	0	 
4908.89	0	 
4908.90	0	 
4908.91	0	 
4908.92	0	 
4908.93	0	 
4908.94	0	 
4908.95	0	 
4908.96	0	 
4908.97	0	 
4908.98	0	 
4908.99	0	 
4909.00	0	 
4909.01	0	 
4909.02	0	 
4909.03	0	 
4909.04	0	 
4909.05	0	 
4909.06	0	 
4909.07	0	 
4909.08	0	 
4909.09	0	 
4909.10	0	 
4909.11	0	 
4909.12	0	 
4909.13	0	 
4909.14	0	 
4909.15	0	 
4909.16	0	 
4909.17	0	 
4909.18	0	 
4909.19	0	 
4909.20	0	 
4909.21	0	 
4909.22	0	 
4909.23	0	 
4909.24	0	 
4909.25	0	 
4909.26	0	 
4909.27	0	 
4909.28	0	 
4909.29	0	 
4909.30	0	 
4909.31	0	 
4909.32	0	 
4909.33	0	 
4909.34	0	 
4909.35	0	 
4909.36	0	 
4909.37	0	 
4909.38	0	 
4909.39	0	 
4909.40	0	 
4909.41	0	 
4909.42	0	 
4909.43	0	 
4909.44	0	 
4909.45	0	 
4909.46	0	 
4909.47	0	 
4909.48	0	 
4909.49	0	 
4909.50	0	 
4909.51	0	 
4909.52	0	 
4909.53	0	 
4909.54	0	 
4909.55	0	 
4909.56	0	 
4909.57	0	 
4909.58	0	 
4909.59	0	 
4909.60	0	 
4909.61	0	 
4909.62	0	 
4909.63	0	 
4909.64	0	 
4909.65	0	 
4909.66	0	 
4909.67	0	 
4909.68	0	 
4909.69	0	 
4909.70	0	 
4909.71	0	 
4909.72	0	 
4909.73	0	 
4909.74	0	 
4909.75	0	 
4909.76	0	 
4909.77	0	 
4909.78	0	 
4909.79	0	 
4909.80	0	 
4909.81	0	 
4909.82	0	 
4909.83	0	 
4909.84	0	 
4909.85	0	 
4909.86	0	 
4909.87	0	 
4909.88	0	 
4909.89	0	 
4909.90	0	 
4909.91	0	 
4909.92	0	 
4909.93	0	 
4909.94	0	 
4909.95	0	 
4909.96	0	 
4909.97	0	 
4909.98	0	 
4909.99	0	 
4999.00	0	COMMERCIAL NEW SUB NBHD 2009
4999.10	0	COMMERCIAL NEW SUB NBHD 2010
4999.11	0	COMMERCIAL NEW SUB NBHD 2011
4999.12	0	COMMERCIAL NEW SUB NBHD 2012
5.00	4152	LANCASTER SEC 1
5.01	4153	LANCASTER SEC 2
5.02	4153	AMHURST SEC 2 & CYPRESS SPRINGS SEC 1
5.03	4153	TEALBROOK SEC 1,PAR R/P,R/P
5.07	4153	TEALBROOK SEC 2,3
5.08	4153	CYPRESS SPRINGS SEC 5,6 & OAK LANDING SEC 1,2
5.10	4153	CYPRESS SPRINGS SOUTH SEC 2 AMEND & MTN. SPRINGS
50.01	4021	CYPRESS POINT 1,2
50.03	4021	CYPRESS POINT 4-8 & CYPRESS POINT ESTS 1,3,5
50.20	4115	FALLS AT DRY CREEK SEC 1 PT, 2, 3
50.21	4115	FALLS AT DRY CREEK SEC 1 SM LTS
50.50	4115	HIDDEN ARBOR (SM LOTS)
50.51	4115	HIDDEN ARBOR (LG LOTS) & HIDDEN ARBOR EXPANSION
500.00	7004	KINGS MANOR, NEW CANEY
5025.04	1824	STRATFORD ON BALDWIN
5025.05	1861	2600 BERING DRIVE TH CONDO
5025.06	1842	PARK FAIRVIEW TH CONDO
5025.07	1821	SHARPSTOWN GREEN
5025.08	1838	HIGHLAND GREEN CONDO
5025.09	1853	RIVERWALK CONDO PH I
5036.01	1801	WEAVER ROAD CONDO
5036.03	1801	ASHWOOD AT 610 CONDO
5036.04	1854	ARLINGTON COURT TH CONDO
5036.05	1835	MONTREAL PLACE CONDO PH I II
5036.06	1838	CAMBRIDGE COURT CONDO
51.00	4022	WESTERN TRAILS
51.02	4117	CYPRESS POINT LAKE ESTATES 2,4
51.03	4117	SYDNEY HARBOUR
51.10	4162	SKINNER ROAD AIRPORT COM
51.11	4162	FLYING ACRES
5182.01	1825	CRKMONT FRST APT HOMES CONDO 1&2
5182.03	1835	LAGUNA TH
5182.04	1835	FOREST WEST TH
5182.05	1801	OAKWOOD GARDENS CONDO
5182.08	1819	BRIARWICK CONDOS PH 1,2
5192.03	1829	COUNTRY CLUB VILLAG CONDO
5198.01	1825	ROSE TREE CONDO
52.00	4103	CYPRESS BEND 1-3/CYPRESS MDWS
52.01	4103	HAMBLEN R/P
5201.05	1842	DEERWOOD VILLAGE TH
5269.05	1801	SHERWOOD PATIO HOMES
5270.07	1805	PINE BROOK VILLAS CONDO
5270.08	1825	SUMMERTREE TH CONDO
5270.09	1825	ARBOR GREEN CONDO
5271.01	1805	CEDAR VILLAGE TH CONDO
5271.02	1825	COVERED BRIDGE APT CONDO
5271.03	1805	SHERWOOD LANE TH CONDO
5271.05	1805	CONTEMPORARY GARDEN OAKS T/H CONDO
5272.01	1825	CANDLELIGHT TH/NORTHWOOD MANOR
5279.01	1805	NORTHWOOD MANOR CONDO
5280.05	1829	TIMBERGROVE CONDO #1
53.00	4022	FAIRWOOD SEC. 1
53.01	4020	FAIRWOOD SEC. 4
53.03	4020	FAIRWOOD SEC 1,2,3,5,6
5301.01	1851	DEAUVILLE CONDO
5350.08	1829	ARLINGTON HEIGHTS CONDO
5350.09	1854	RIVER OAKS COURT CONDO
5355.04	1842	PARK REGENCY
5360.06	1854	TANGLEWOOD PLACE CONDO
5360.07	1842	NANTUCKET PL TH + OTHERS
5360.08	1802	TRAFALGAR PLACE
5360.09	1848	TRAFALGAR PL TH #3,#6
5361.03	1831	BRIAR GROVE DR TH
5361.04	1831	BRIAR WEST TH
5361.05	1820	RIVINGTON TH CONDO
5361.09	1842	POTOMAC COURT
5362.01	1842	TANGLEGROVE CONDO
5362.06	1831	BEVERLY VILLAGE THE
5362.08	1802	COURTYARDS OF THREE FOUNTAIN
5363.01	1831	AUGUSTA VALLEY TH CONDO
5363.02	1831	TANGLE OAKS CONDO
5363.03	1831	OAKS OF AUGUSTA
5363.04	1831	CHURCHILL TH CONDO THE
5363.05	1842	CHELSEA PLACE TH CONDO
5363.06	1831	LITTLE THICKET
5363.07	1831	POST OAK CROSSING
5363.09	1842	AUGUSTA LANDING CONDO
5364.01	1831	QUAIL HARBOR
5364.02	1856	6000 SUGAR HILL CONDO
5364.03	1802	BRIARHURST CONDO THE
5364.04	1822	SKYLINE VLG CONDO
5364.05	1806	WEST GREENRIDGE CIRCLE CONDO
5364.06	1802	COURTLAND PARK CONDO
5364.07	1802	LIVE OAKS HILLS CRTHMS CONDO
5364.08	1802	LE JARDIN
5364.09	1856	POTOMAC PLACE CONDO
5365.01	1849	BERINGTON PLACE CONDO
5365.02	1842	BERINGWOOD CONDO
5365.03	1831	SEVEN OAKS CONDO
5365.04	1842	SAN FELIPE SQUARE TH CONDO
5365.05	1842	THE HAWTHORNE CONDO
5365.07	1831	GROVEWOOD CONDO
5365.09	1831	TIMBER CHASE APTS
5366.02	1820	AUGUSTA TH CONDO
5366.03	1831	WOODWAY CROSSING
5366.04	1832	5711 SUGAR HILL CONDO
5366.05	1842	WOODWAY PINES
5366.06	1832	CHALET ROYAL
5366.07	1832	AUGUSTA SQUARE
5366.08	1820	WOODS ON AUGUSTA TH CONDO THE
5366.09	1856	WOODWAY POINT TH
5367.02	1802	INVERNESS CONDO
5367.03	1865	AFTONWOOD CONDO
5367.04	1812	THE AFTON OAKS CONDOMINIUMS
5367.05	1818	NEWCASTLE TOWN PLAZA PH I
5367.06	1842	POST OAK PARK CONDO
5367.08	1820	1915 AUGUSTA CONDO
5368.01	1810	BRIAR PLACE
5368.03	1810	PARK SQUARE 1 & 2 CONDO
5368.05	1803	NANTUCKET CONDO
5368.06	1801	WINSOME TH
5368.08	1811	WOODWAY PLACE ATRIUM (HI-RISE)
5368.09	1811	WOODWAY PLACE II (HI-RISE)
5368.10	1812	WESTMORE CONDO
5369.00	1812	GIORGETTI HOUSTON CONDO (HI-RISE)
5369.01	1801	STONEGATE LOFTS
5369.02	1812	REGENCY HOUSE CONDO (HI-RISE)
5369.03	1801	WINSOME CONDO
5369.04	1801	MAGNOLIA AT FLEUR GARDENS CONDO
5369.05	1801	PIAZZA DEL ARTE CONDO
5369.07	1806	WOODWAY GLEN T/H CONDO
5369.09	1820	KERRY GLEN 3 CONDO
5369.11	1801	MIAMI TOWERS CONDO
5369.12	1801	FAIRDALE PLACE AT RICHMOND (Inactive)
5370.01	1806	RIPPLE CREEK
5370.03	1806	CRAB ORCHARD
5370.04	1806	AZAELEA
5370.05	1806	KERRY GLEN CONDO
5370.06	1806	WOODWAY GLEN TH CONDO
5370.08	1806	BAYOU GLEN TH
5370.09	1832	KERRY GLEN CONDO II/PH I
5370.11	1806	6323 DEERWOOD ROAD CONDO
5371.01	1814	PINEHOLLOW (HI-RISE)
5371.08	1809	AUGUSTA COURT CONDO
5372.04	1829	WINHALL CONDO
5381.02	1833	BRUN TH CONDO
5381.05	1865	MIDDLE COURT TH CONDO
5381.06	1833	HULDY TH CONDO
5381.07	1833	RIVER OAKS GARDEN
5382.04	1806	AVONDALE COURT TH CONDO
5382.05	1831	TANGLEBROOK CONDOS
5383.01	1841	RIVER OAKS PLACE
5384.01	1833	COMMONWEALTH TH
5384.02	1833	JACKSON COURT TH
5384.03	1833	FAIRVIEW PLACE TH CONDO
5384.04	1829	WOODLAND HEIGHTS CONDO
5384.05	1829	2643 FORESTER CONDO
5384.06	1829	STANFORD SQUARE CONDOS
5384.07	1829	PICCADILLY CONDO
5384.08	1829	STANFORD PLACE CONDOS
5384.09	1829	CALIFORNIA SQUARE CONDO
5385.00	1801	WELCH STREET CONDO
5388.01	1802	WESTCOTT TERRACE
5390.01	1807	HILLSIDE TH CONDO
5390.04	1846	PARK MEMORIAL CONDO
5390.05	1817	BAYOU BEND (HI-RISE)
5390.06	1817	SOPHIE AT BAYOU BEND CONDO (HI-RISE)
5390.07	1829	SANDMAN COURT CONDO
5390.08	1861	AUGUSTA HILLS CONDO
5390.09	1801	CRESTWOOD ON THE PARK CONDO
5391.03	1829	HARVARD HOUSE CONDO
5394.01	1835	WHITE OAK CONDO SEC 1
5394.02	1835	WHITE OAK CONDO SEC I & II
5394.03	1835	WOODLAND PARK CONDO
5394.04	1801	114 EAST FIFTH CONDO
5394.05	1801	WOODLAND PARK CONDO (HOUSTON AVE)
5394.06	1801	THE INDUSTRY CONDO
5394.07	1801	SAWYER BROWNSTONES CONDO
5394.08	1801	FLOYD STREET T/H CONDO
5394.09	1801	COLORADO LOFTS CONDO
5394.10	1835	BELL HEIGHTS LOFTS CONDO
5395.01	1805	HARVARD GARDEN CONDO
5395.03	1801	HEIGHTS BOULEVARD CONDO
5395.04	1801	17TH STREET CONDO
5395.05	1801	YALE STREET T/H CONDO
5395.06	1812	THE HEIGHTS AT MADISON PARK CONDO
5395.07	1801	1342 RUTLAND LOFTS CONDO
5395.08	1812	HEIGHTS ABBEY CONDO
5395.09	1801	BOULEVARD LOFTS CONDO (Inactive)
5395.11	1801	RUTLAND PARK CONDO
5395.12	1801	MARINA STREET CONDO
5395.13	1801	THE BIRDSALL CONDO
5395.14	1801	MELROSE PARK CONDO
5395.15	1801	THE FISCHER GARDENS CONDO
5395.16	1801	1111 STUDEWOOD PLACE CONDO AMEND
5395.17	1812	MORRISON MIDRISE CONDO
5395.18	1801	STUDEMONT CONDO
54.00	4070	LAKEWOOD PINES U/R
5423.01	1801	CAPISTRANO VILLAS
5471.01	1829	BRIAR LEA TH
5471.02	1829	CHARLESTON MANOR CONDO
5480.02	1829	LAKESIDE GREEN CONDO
5480.04	1829	RICHMOND MANOR CONDO PH I
5480.06	1829	REFLECTIONS ON THE LAKE
5480.07	1829	REFLECTIONS ON GENTRYSIDE CNDO
5481.09	1829	LAKESIDE PARK TH APTS
5482.08	1829	OAKS ON KIRKWOOD CONDO THE
5482.09	1829	LYNNBROOK MANOR SEC 1 & 2
5483.06	1821	LAKECREST TH CONDO
5485.07	1829	SOUTHWOOD COLONY TH SEC 1
5486.03	1829	KENSWICK COURT CONDO
5486.04	1806	OAKS OF BRITTANY
5486.07	1842	MARLBOROUGH SQUARE CONDO PH II
5487.08	1821	ONE ASHFORD PLACE PH II
5488.02	1829	MANSIONS OF SHADOWBRIAR
5488.03	1829	CHALFONTE CONDO
5491.05	1829	THE GARDENS CONDO
5491.06	1829	DE GEORGE PARK CONDO
55.00	4070	LAKEWOOD FOREST SEC. 10
5500.00	1819	WOODBRIDGE CROSSING CONDO
5500.01	1813	3525 SAGE ST COND (HI-RISE)
5501.01	1813	OXFORD THE (HI-RISE)
5501.02	1832	CEDAR CREEK CONDO
5501.04	1814	ST CLAIR CONDO THE (HI-RISE) 5th AMEND.
5501.05	1841	GALLERIA DIPLOMAT TH CONDO #2
5501.06	1854	LEXINGTON CONDO PH I
5501.07	1856	MIDLANE COURT TH CONDO
5501.09	1829	SAN FELIPE PARK CONDO
5502.01	1803	COUNTRY SQUARE TH
5502.02	1846	AMBASSADOR AT POST OAK 1 THE
5502.03	1803	5107 DEL MONTE T/H CONDO
5502.04	1803	LA CASA CONDO
5502.05	1803	SAGEMONT TERRACE APTS CONDO
5502.07	1813	BRISTOL THE (HI-RISE)
5502.08	1816	FOUR LEAF TOWERS (HI-RISE)
5502.11	1852	TURNBERRY GALLERIA TOWER CONDO
5502.12	1852	COSMOPOLITAN CONDO
5502.13	1803	DEL MONTE HOMES CONDO
5502.14	1803	5107 DEL MONTE T/H CONDO
5502.15	1803	DEL MONTE CONDO
